study	transformed	untransformed	method
BHS	BHS_FF_nonsmk_CHR21_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR21_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR22_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR22_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR3_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR3_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR4_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR4_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR5_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR5_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR6_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR6_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR7_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR7_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR8_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR8_BHM_20092020.txt.gz	check
BHS	BHS_FF_nonsmk_CHR9_BHM_13102019.txt.gz	BHS_FF_nonsmk_CHR9_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR1_BHM_13102019.txt.gz	BHS_FF_smk_CHR1_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR10_BHM_13102019.txt.gz	BHS_FF_smk_CHR10_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR11_BHM_13102019.txt.gz	BHS_FF_smk_CHR11_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR12_BHM_13102019.txt.gz	BHS_FF_smk_CHR12_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR13_BHM_13102019.txt.gz	BHS_FF_smk_CHR13_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR14_BHM_13102019.txt.gz	BHS_FF_smk_CHR14_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR15_BHM_13102019.txt.gz	BHS_FF_smk_CHR15_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR16_BHM_13102019.txt.gz	BHS_FF_smk_CHR16_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR17_BHM_13102019.txt.gz	BHS_FF_smk_CHR17_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR18_BHM_13102019.txt.gz	BHS_FF_smk_CHR18_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR19_BHM_13102019.txt.gz	BHS_FF_smk_CHR19_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR2_BHM_13102019.txt.gz	BHS_FF_smk_CHR2_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR20_BHM_13102019.txt.gz	BHS_FF_smk_CHR20_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR21_BHM_13102019.txt.gz	BHS_FF_smk_CHR21_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR22_BHM_13102019.txt.gz	BHS_FF_smk_CHR22_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR3_BHM_13102019.txt.gz	BHS_FF_smk_CHR3_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR4_BHM_13102019.txt.gz	BHS_FF_smk_CHR4_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR5_BHM_13102019.txt.gz	BHS_FF_smk_CHR5_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR6_BHM_13102019.txt.gz	BHS_FF_smk_CHR6_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR7_BHM_13102019.txt.gz	BHS_FF_smk_CHR7_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR8_BHM_13102019.txt.gz	BHS_FF_smk_CHR8_BHM_20092020.txt.gz	check
BHS	BHS_FF_smk_CHR9_BHM_13102019.txt.gz	BHS_FF_smk_CHR9_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR1_BHM_13102019.txt.gz	BHS_FVC_all_CHR1_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR10_BHM_13102019.txt.gz	BHS_FVC_all_CHR10_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR11_BHM_13102019.txt.gz	BHS_FVC_all_CHR11_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR12_BHM_13102019.txt.gz	BHS_FVC_all_CHR12_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR13_BHM_13102019.txt.gz	BHS_FVC_all_CHR13_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR14_BHM_13102019.txt.gz	BHS_FVC_all_CHR14_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR15_BHM_13102019.txt.gz	BHS_FVC_all_CHR15_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR16_BHM_13102019.txt.gz	BHS_FVC_all_CHR16_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR17_BHM_13102019.txt.gz	BHS_FVC_all_CHR17_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR18_BHM_13102019.txt.gz	BHS_FVC_all_CHR18_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR19_BHM_13102019.txt.gz	BHS_FVC_all_CHR19_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR2_BHM_13102019.txt.gz	BHS_FVC_all_CHR2_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR20_BHM_13102019.txt.gz	BHS_FVC_all_CHR20_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR21_BHM_13102019.txt.gz	BHS_FVC_all_CHR21_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR22_BHM_13102019.txt.gz	BHS_FVC_all_CHR22_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR3_BHM_13102019.txt.gz	BHS_FVC_all_CHR3_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR4_BHM_13102019.txt.gz	BHS_FVC_all_CHR4_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR5_BHM_13102019.txt.gz	BHS_FVC_all_CHR5_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR6_BHM_13102019.txt.gz	BHS_FVC_all_CHR6_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR7_BHM_13102019.txt.gz	BHS_FVC_all_CHR7_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR8_BHM_13102019.txt.gz	BHS_FVC_all_CHR8_BHM_20092020.txt.gz	check
BHS	BHS_FVC_all_CHR9_BHM_13102019.txt.gz	BHS_FVC_all_CHR9_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR1_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR1_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR10_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR10_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR11_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR11_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR12_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR12_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR13_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR13_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR14_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR14_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR15_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR15_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR16_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR16_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR17_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR17_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR18_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR18_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR19_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR19_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR2_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR2_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR20_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR20_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR21_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR21_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR22_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR22_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR3_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR3_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR4_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR4_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR5_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR5_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR6_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR6_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR7_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR7_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR8_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR8_BHM_20092020.txt.gz	check
BHS	BHS_FVC_nonsmk_CHR9_BHM_13102019.txt.gz	BHS_FVC_nonsmk_CHR9_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR1_BHM_13102019.txt.gz	BHS_FVC_smk_CHR1_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR10_BHM_13102019.txt.gz	BHS_FVC_smk_CHR10_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR11_BHM_13102019.txt.gz	BHS_FVC_smk_CHR11_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR12_BHM_13102019.txt.gz	BHS_FVC_smk_CHR12_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR13_BHM_13102019.txt.gz	BHS_FVC_smk_CHR13_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR14_BHM_13102019.txt.gz	BHS_FVC_smk_CHR14_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR15_BHM_13102019.txt.gz	BHS_FVC_smk_CHR15_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR16_BHM_13102019.txt.gz	BHS_FVC_smk_CHR16_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR17_BHM_13102019.txt.gz	BHS_FVC_smk_CHR17_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR18_BHM_13102019.txt.gz	BHS_FVC_smk_CHR18_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR19_BHM_13102019.txt.gz	BHS_FVC_smk_CHR19_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR2_BHM_13102019.txt.gz	BHS_FVC_smk_CHR2_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR20_BHM_13102019.txt.gz	BHS_FVC_smk_CHR20_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR21_BHM_13102019.txt.gz	BHS_FVC_smk_CHR21_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR22_BHM_13102019.txt.gz	BHS_FVC_smk_CHR22_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR3_BHM_13102019.txt.gz	BHS_FVC_smk_CHR3_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR4_BHM_13102019.txt.gz	BHS_FVC_smk_CHR4_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR5_BHM_13102019.txt.gz	BHS_FVC_smk_CHR5_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR6_BHM_13102019.txt.gz	BHS_FVC_smk_CHR6_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR7_BHM_13102019.txt.gz	BHS_FVC_smk_CHR7_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR8_BHM_13102019.txt.gz	BHS_FVC_smk_CHR8_BHM_20092020.txt.gz	check
BHS	BHS_FVC_smk_CHR9_BHM_13102019.txt.gz	BHS_FVC_smk_CHR9_BHM_20092020.txt.gz	check
CHSAA	CHSAA_FEV1_nonsmk_CHR1_22_tmb_23092019_results.csv.gz	CHSAA_FEV1resid_nonsmk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSAA	CHSAA_FEV1_smk_CHR1_22_tmb_23092019_results.csv.gz	CHSAA_FEV1resid_smk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSAA	CHSAA_FF_nonsmk_CHR1_22_tmb_23092019_results.csv.gz	CHSAA_FFresid_nonsmk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSAA	CHSAA_FF_smk_CHR1_22_tmb_23092019_results.csv.gz	CHSAA_FFresid_smk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSAA	CHSAA_FVC_nonsmk_CHR1_22_tmb_23092019_results.csv.gz	CHSAA_FVCresid_nonsmk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSAA	CHSAA_FVC_smk_CHR1_22_tmb_23092019_results.csv.gz	CHSAA_FVCresid_smk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSEA	CHSEA_FEV1_nonsmk_CHR1_22_tmb_23092019_results.csv.gz	CHSEA_FEV1resid_nonsmk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSEA	CHSEA_FEV1_smk_CHR1_22_tmb_23092019_results.csv.gz	CHSEA_FEV1resid_smk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSEA	CHSEA_FF_nonsmk_CHR1_22_tmb_23092019_results.csv.gz	CHSEA_FFresid_nonsmk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSEA	CHSEA_FF_smk_CHR1_22_tmb_23092019_results.csv.gz	CHSEA_FFresid_smk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSEA	CHSEA_FVC_nonsmk_CHR1_22_tmb_23092019_results.csv.gz	CHSEA_FVCresid_nonsmk_CHR1_22_tmb_22092020_results.csv.gz	check
CHSEA	CHSEA_FVC_smk_CHR1_22_tmb_23092019_results.csv.gz	CHSEA_FVCresid_smk_CHR1_22_tmb_22092020_results.csv.gz	check
CKB	fev_CKB_nonsmk_CHR{1_22}_AP_20022020.gz	CKB_All_nonsmk.fev1_CHR{1_22}_AP_08092020.gz	check
CKB	fev_CKB_nonsmk_CHRX_AP_20022020.gz	CKB_All_nonsmk.fev1_CHRX_AP_08092020.gz	check
CKB	fev_CKB_smk_CHR{1_22}_AP_20022020.gz	CKB_All_smk.fev1_CHR{1_22}_AP_08092020.gz	check
CKB	fev_CKB_smk_CHRX_AP_20022020.gz	CKB_All_smk.fev1_CHRX_AP_08092020.gz	check
CKB	ff_CKB_nonsmk_CHR{1_22}_AP_20022020.gz	CKB_All_nonsmk.ff_CHR{1_22}_AP_08092020.gz	check
CKB	ff_CKB_nonsmk_CHRX_AP_20022020.gz	CKB_All_nonsmk.ff_CHRX_AP_08092020.gz	check
CKB	ff_CKB_smk_CHR{1_22}_AP_20022020.gz	CKB_All_smk.ff_CHR{1_22}_AP_08092020.gz	check
CKB	ff_CKB_smk_CHRX_AP_20022020.gz	CKB_All_smk.ff_CHRX_AP_08092020.gz	check
CKB	fvc_CKB_nonsmk_CHR{1_22}_AP_20022020.gz	CKB_All_nonsmk.fvc_CHR{1_22}_AP_08092020.gz	check
CKB	fvc_CKB_nonsmk_CHRX_AP_20022020.gz	CKB_All_nonsmk.fvc_CHRX_AP_08092020.gz	check
CKB	fvc_CKB_smk_CHR{1_22}_AP_20022020.gz	CKB_All_smk.fvc_CHR{1_22}_AP_08092020.gz	check
CKB	fvc_CKB_smk_CHRX_AP_20022020.gz	CKB_All_smk.fvc_CHRX_AP_08092020.gz	check
EPIC			age_stratified
EXCEED	fev1_zscore_step2.txt.gz	EXCEED_FEV1_all_res_untransformed_AI_27102020.txt.gz	check
EXCEED	fvc_zscore_step2.txt.gz	EXCEED_FVC_all_res_untransformed_AI_27102020.txt.gz	check
EXCEED	ratio_zscore_step2.txt.gz	EXCEED_FF_all_res_untransformed_AI_27102020.txt.gz	check
FHS	FHS_FEV1_all_CHR122_EL_07172019.txt.gz	lme2v.FHS_FEV1_all_CHR122_EL_09172020.summary.csv.gz	check
FHS	FHS_FEV1_all_CHRX_all_EL_07172019.txt.gz	lme2v.FHS_FEV1_all_CHRX_all_EL_09172020.summary.csv.gz	check
FHS	FHS_FF_all_CHR122_EL_07172019.txt.gz	lme2v.FHS_FF_all_CHR122_EL_09172020.summary.csv.gz	check
FHS	FHS_FF_all_CHRX_all_EL_07172019.txt.gz	lme2v.FHS_FF_all_CHRX_all_EL_09172020.summary.csv.gz	check
FHS	FHS_FVC_all_CHR122_EL_07172019.txt.gz	lme2v.FHS_FVC_all_CHR122_EL_09172020.summary.csv.gz	check
FHS	FHS_FVC_all_CHRX_all_EL_07172019.txt.gz	lme2v.FHS_FVC_all_CHRX_all_EL_09172020.summary.csv.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR1_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR1_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR10_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR10_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR11_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR11_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR12_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR12_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR13_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR13_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR14_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR14_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR15_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR15_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR16_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR16_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR17_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR17_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR18_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR18_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR19_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR19_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR2_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR2_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR20_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR20_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR21_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR21_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR22_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR22_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR3_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR3_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR4_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR4_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR5_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR5_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR6_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR6_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR7_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR7_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR8_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR8_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHR9_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHR9_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHRX_all_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHRX_all_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FEV1_all_CHRX_females_TP_15082019.txt.gz	FinnTwin_FEV1_all_CHRX_females_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR1_TP_15082019.txt.gz	FinnTwin_FF_all_CHR1_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR10_TP_15082019.txt.gz	FinnTwin_FF_all_CHR10_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR11_TP_15082019.txt.gz	FinnTwin_FF_all_CHR11_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR12_TP_15082019.txt.gz	FinnTwin_FF_all_CHR12_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR13_TP_15082019.txt.gz	FinnTwin_FF_all_CHR13_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR14_TP_15082019.txt.gz	FinnTwin_FF_all_CHR14_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR15_TP_15082019.txt.gz	FinnTwin_FF_all_CHR15_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR16_TP_15082019.txt.gz	FinnTwin_FF_all_CHR16_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR17_TP_15082019.txt.gz	FinnTwin_FF_all_CHR17_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR18_TP_15082019.txt.gz	FinnTwin_FF_all_CHR18_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR19_TP_15082019.txt.gz	FinnTwin_FF_all_CHR19_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR2_TP_15082019.txt.gz	FinnTwin_FF_all_CHR2_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR20_TP_15082019.txt.gz	FinnTwin_FF_all_CHR20_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR21_TP_15082019.txt.gz	FinnTwin_FF_all_CHR21_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR22_TP_15082019.txt.gz	FinnTwin_FF_all_CHR22_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR3_TP_15082019.txt.gz	FinnTwin_FF_all_CHR3_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR4_TP_15082019.txt.gz	FinnTwin_FF_all_CHR4_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR5_TP_15082019.txt.gz	FinnTwin_FF_all_CHR5_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR6_TP_15082019.txt.gz	FinnTwin_FF_all_CHR6_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR7_TP_15082019.txt.gz	FinnTwin_FF_all_CHR7_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR8_TP_15082019.txt.gz	FinnTwin_FF_all_CHR8_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHR9_TP_15082019.txt.gz	FinnTwin_FF_all_CHR9_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHRX_all_TP_15082019.txt.gz	FinnTwin_FF_all_CHRX_all_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FF_all_CHRX_females_TP_15082019.txt.gz	FinnTwin_FF_all_CHRX_females_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR1_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR1_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR10_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR10_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR11_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR11_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR12_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR12_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR13_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR13_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR14_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR14_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR15_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR15_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR16_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR16_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR17_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR17_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR18_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR18_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR19_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR19_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR2_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR2_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR20_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR20_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR21_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR21_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR22_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR22_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR3_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR3_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR4_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR4_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR5_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR5_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR6_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR6_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR7_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR7_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR8_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR8_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHR9_TP_15082019.txt.gz	FinnTwin_FVC_all_CHR9_TP_30082020.txt.gz	check
FinnTwin	FinnTwin_FVC_all_CHRX_all_TP_15082019.txt.gz	FinnTwin_FVC_all_CHRX_all_TP_30082020.txt.gz	check
